sku,category,brand,warehouse_zone,supplier,supplier_contact,last_sale_date,last_audit_date,restock_date,stock_on_hand,units_sold_30d,sell_through_rate,unit_cost_inr,mrp_inr,reorder_point,lead_time_days,is_active
TOY-92808,Toys,UrbanWave,Zone A,SupplyCo India,contact392@supplycoindia.com,2024-09-06,2026-03-12,2026-07-10,-18.0,84,0.05018438199090158,1644.0,5212.554671737103,133.0,19,True
APP-32070,Apparel,UrbanWave,Zone C,SupplyCo India,contact372@supplycoindia.com,2024-09-04,2025-06-26,2026-08-19,33.0,15,1.5637185610924849,6111.0,11750.114854737008,,43,True
APP-33400,Apparel,CorePeak,zone d,QuickStock,contact309@quickstock.com,2024-05-19,2025-09-29,2026-09-05,354.0,284,0.32504659269600367,4537.0,13637.669553458914,133.0,on demand,True
BEA-68763,Beauty,CorePeak,zone c,FastShip Pvt,contact825@fastshippvt.com,2024-10-05,2025-06-30,2026-07-26,11.0,186,0.5997852870616172,614.0,989.6198104366571,70.0,17,True
APP-97760,Apparel,AlphaEdge,Zone A,GlobalTrade Ltd,contact225@globaltradeltd.com,2024-09-15,2025-09-12,2026-07-23,14.0,280,0.35848571469504276,3688.0,5725.682760952091,,43,True
TOY-30876,Toys,TrueForm,Zone B,DirectImport,,2024-05-28,2025-10-28,2026-07-23,397.0,281,0.01771159536356237,7628.0,9623.931381477352,94.0,30,True
ELE-59702,Electronics,TrueForm,Zone D,QuickStock,contact163@quickstock.com,2024-05-31,2025-11-25,2026-05-26,342.0,101,0.5091013865416559,4703.0,9114.232971005567,178.0,40,True
HOM-72891,Home & Kitchen,AlphaEdge,Zone A,FastShip Pvt,,2024-06-29,,2026-08-11,58.0,30,0.35561752584224915,861.0,2342.007382645852,22.0,28,True
AUT-54801,Automotive,AlphaEdge,zone c,QuickStock,contact156@quickstock.com,2024-08-17,2025-11-17,2026-06-19,390.0,249,0.07710057487568489,1891.0,3773.822824393645,80.0,41,True
SPO-83695,Sports & Outdoors,GenericPlus,Zone C,QuickStock,contact707@quickstock.com,2024-10-10,2025-04-07,2026-07-06,123.0,77,0.3970732232871701,7005.0,17724.97921682939,157.0,22,True
HOM-22470,Home & Kitchen,SwiftBrand,Zone C,SupplyCo India,contact420@supplycoindia.com,2024-10-21,2025-09-06,2026-07-17,84.0,8,0.7917897485445482,6359.0,12500.895939643782,,4,True
HOM-70440,Home & Kitchen,ZenCraft,ZONE C,DirectImport,contact812@directimport.com,2024-04-29,2025-09-16,2026-06-25,268.0,278,0.520612535099327,5735.0,18118.549418072842,60.0,18,True
AUT-89162,Automotive,UrbanWave,Zone B,GlobalTrade Ltd,contact889@globaltradeltd.com,2024-05-11,2025-05-15,2026-06-13,287.0,103,0.8593084784668796,2159.0,6788.640878036888,97.0,34,False
SPO-32328,Sports & Outdoors,AlphaEdge,Zone C,QuickStock,contact878@quickstock.com,2024-10-28,2026-02-09,2026-07-25,122.0,148,0.8232803669581201,1252.0,1944.560091217137,110.0,23,True
BEA-65333,Beauty,NovaLine,Zone B,GlobalTrade Ltd,,2024-07-08,,2026-07-09,400.0,232,0.32454290527450735,265.0,493.51516291864414,31.0,5,True
APP-94657,Apparel,TrueForm,Zone D,GlobalTrade Ltd,,2024-06-27,2025-06-25,2026-06-29,453.0,35,0.21756227102669023,2299.0,4688.100347270664,14.0,38,True
APP-59427,Apparel,UrbanWave,Zone B,DirectImport,contact937@directimport.com,2024-04-25,,2026-06-03,157.0,84,,6682.0,17566.708427962803,125.0,31,True
SPO-49464,Sports & Outdoors,CorePeak,Zone A,LocalSource,contact778@localsource.com,2024-12-01,,2026-08-18,274.0,49,,3718350.0,6271727.4457135815,94.0,44,True
APP-83794,Apparel,AlphaEdge,Zone C,DirectImport,,2024-11-28,2025-09-10,2026-06-17,160.0,237,0.3433148001349876,936.0,1173.6217176061014,16.0,439,True
SPO-48955,Sports & Outdoors,NovaLine,Zone C,DirectImport,contact423@directimport.com,2024-11-11,,2026-09-12,351.0,153,0.19572974962058798,2621140.0,7328162.362944296,40.0,43,True
BEA-77604,Beauty,NovaLine,Zone A,FastShip Pvt,contact586@fastshippvt.com,2024-05-13,2025-11-28,2026-07-07,344.0,203,0.899025554768852,6221.0,10545.05327172689,57.0,33,True
ELE-15908,Electronics,GenericPlus,Zone C,QuickStock,,2024-05-13,2025-05-23,2026-05-29,230.0,59,0.10913405373195095,7687.0,14484.374028034355,,33,True
STA-86509,Stationery,AlphaEdge,zone d,GlobalTrade Ltd,contact171@globaltradeltd.com,2024-11-26,2026-03-10,2026-05-27,77.0,54,0.18052419780102769,5194.0,13660.25852788992,10.0,24,True
ELE-26689,Electronics,TrueForm,zone a,PrimeParts,contact524@primeparts.com,2024-04-07,2026-01-16,2026-08-24,166.0,177,0.9120743102704337,3299.0,7494.724382586677,68.0,44,True
ELE-43553,Electronics,SwiftBrand,zone c,LocalSource,,2024-09-21,2025-12-24,2026-07-27,236.0,36,0.7556343646347975,5198.0,10868.844936997326,177.0,12,True
AUT-12317,Automotive,NovaLine,Zone A,LocalSource,contact785@localsource.com,2024-07-25,2025-09-09,2026-07-14,475.0,130,0.8526231035287282,4551.0,13166.834158266536,45.0,40,True
APP-38858,Apparel,UrbanWave,Zone A,SupplyCo India,contact557@supplycoindia.com,2024-10-09,2025-11-06,2026-05-28,374.0,40,,5605.0,16655.576454445887,105.0,11,True
HOM-10860,Home & Kitchen,TrueForm,Zone A,DirectImport,,2024-05-15,2025-07-13,2026-09-03,178.0,217,0.5170674768811652,2893.0,3443.830952733615,33.0,24,True
ELE-10787,Electronics,TrueForm,Zone B,FastShip Pvt,,2024-07-22,2025-12-11,2026-08-08,97.0,204,2.288073036380851,7367.0,14923.855250795239,89.0,30,True
HOM-69527,Home & Kitchen,ZenCraft,zone c,DirectImport,contact894@directimport.com,2024-05-27,2026-03-06,2026-06-21,458.0,105,,4611.0,13430.585643411237,78.0,29,True
STA-62002,Stationery,UrbanWave,Zone A,SupplyCo India,contact467@supplycoindia.com,2024-06-07,2026-01-23,2026-06-03,353.0,118,0.4752939696361377,4046.0,9914.44663268992,49.0,11,True
ELE-84217,Electronics,TrueForm,Zone D,FastShip Pvt,contact901@fastshippvt.com,2024-10-06,,2026-08-06,247.0,86,3.393266564557794,6039.0,17882.28118050448,118.0,9,True
BEA-31735,Beauty,UrbanWave,ZONE A,DirectImport,contact850@directimport.com,2024-07-05,2025-10-25,2026-07-28,433.0,149,0.17270186821505218,6501.0,12549.97248745347,130.0,38,True
APP-87084,Apparel,SwiftBrand,Zone C,FastShip Pvt,contact667@fastshippvt.com,2024-11-25,2025-11-19,2026-07-21,82.0,179,0.9201201055132949,4852.0,6472.827823370196,117.0,26,True
ELE-15831,Electronics,AlphaEdge,Zone C,SupplyCo India,contact195@supplycoindia.com,2024-11-06,2025-04-21,2026-06-22,452.0,93,0.9949084219023943,375.0,853.1570278854149,123.0,17,False
TOY-74373,Toys,CorePeak,Zone A,LocalSource,contact683@localsource.com,2024-12-08,2025-04-18,2026-07-25,92.0,165,0.9667286133361528,1112.0,3580.650514094124,,208,False
SPO-73177,Sports & Outdoors,UrbanWave,Zone C,QuickStock,contact196@quickstock.com,2024-06-14,2025-06-04,2026-09-01,399.0,212,0.9748278440126967,3217.0,9190.442133048591,,9,True
ELE-88637,Electronics,SwiftBrand,Zone D,PrimeParts,contact311@primeparts.com,2024-07-07,2025-09-22,2026-07-24,13.0,43,,741.0,2071.3311990612688,177.0,24,True
TOY-86343,Toys,CorePeak,Zone C,LocalSource,contact820@localsource.com,2024-07-02,2025-12-25,2026-09-18,455.0,75,0.2725351535809657,1955.0,3967.695898250698,94.0,30,True
BEA-55064,Beauty,TrueForm,Zone D,GlobalTrade Ltd,contact803@globaltradeltd.com,2024-07-14,2025-10-03,2026-09-18,37.0,63,0.6344258267645524,4880.0,11806.16566936881,67.0,~3 weeks,False
TOY-90243,Toys,ZenCraft,Zone B,FastShip Pvt,contact248@fastshippvt.com,2024-06-16,2025-04-03,2026-06-11,113.0,130,0.056456628893666316,1252.0,1636.0951273133662,,39,True
TOY-49181,Toys,CorePeak,Zone D,DirectImport,contact279@directimport.com,2024-06-15,2025-07-17,2026-09-05,344.0,70,,4125.0,8112.654670818479,142.0,42,True
APP-61937,Apparel,UrbanWave,Zone B,SupplyCo India,contact365@supplycoindia.com,2024-10-19,2025-12-15,2026-05-30,46.0,65,0.20275963506627848,1536.0,4434.419451883292,57.0,11,True
SPO-81853,Sports & Outdoors,GenericPlus,Zone C,PrimeParts,contact768@primeparts.com,2024-10-07,2025-11-05,2026-09-21,173.0,76,0.7470128049323245,1539.0,2570.3461076424733,141.0,37,True
TOY-36375,Toys,ZenCraft,Zone B,GlobalTrade Ltd,contact595@globaltradeltd.com,2024-04-23,2026-02-26,2026-07-05,103.0,128,0.5487018821213927,5608.0,6511.728030883802,74.0,2-3 weeks,False
TOY-30762,Toys,ZenCraft,Zone A,PrimeParts,contact177@primeparts.com,2024-11-14,2025-04-22,2026-06-26,321.0,120,0.15757502208121832,1912165.0,3895462.2579534347,189.0,31,True
HOM-94743,Home & Kitchen,AlphaEdge,Zone A,FastShip Pvt,,2024-05-29,2025-12-04,2026-07-15,55.0,50,0.9606361908152519,3058.0,8537.020898740742,106.0,38,True
APP-32726,Apparel,AlphaEdge,Zone A,GlobalTrade Ltd,,2024-04-07,2025-12-15,2026-08-24,325.0,165,0.5775461637097614,633.0,1346.7806834016046,0.3692196280285413,34,True
TOY-44773,Toys,NovaLine,Zone B,DirectImport,contact566@directimport.com,2024-05-08,2025-04-17,2026-09-03,-54.0,203,0.740985672573447,4819.0,11637.17994771174,99.0,31,True
BEA-24596,Beauty,ZenCraft,Zone B,QuickStock,,2024-05-11,2026-01-13,2026-06-06,150.0,170,0.8636536712688812,1897.0,3837.750477313289,108.0,44,True
AUT-99176,Automotive,ZenCraft,ZONE A,PrimeParts,,2024-04-17,,2026-06-11,133.0,252,0.8371950105162576,4938.0,10332.534075846932,,16,True
APP-36041,Apparel,TrueForm,Zone A,FastShip Pvt,contact305@fastshippvt.com,2024-10-18,2025-08-04,2026-06-01,204.0,162,0.4348573142192915,5268.0,11843.2457486257,56.0,41,True
ELE-46072,Electronics,CorePeak,Zone B,GlobalTrade Ltd,contact603@globaltradeltd.com,2024-11-10,2025-07-06,2026-06-08,181.0,32,0.6055616052244436,4549.0,13668.349026994407,,43,True
AUT-17864,Automotive,SwiftBrand,Zone C,DirectImport,contact650@directimport.com,2024-10-20,2025-05-18,2026-08-08,20.0,262,0.43825545307113833,7758.0,10115.238182677847,29.0,35,True
ELE-49175,Electronics,SwiftBrand,zone d,DirectImport,contact177@directimport.com,2024-06-17,2025-08-26,2026-09-09,148.0,183,0.6185207604462095,2311.0,7353.272358313899,90.0,varies,True
HOM-12421,Home & Kitchen,ZenCraft,Zone A,LocalSource,contact774@localsource.com,2024-11-24,,2026-08-13,132.0,79,0.6267125179472407,2631.0,7677.716980245438,29.0,36,True
ELE-90656,Electronics,SwiftBrand,Zone B,DirectImport,contact695@directimport.com,2024-11-12,,2026-05-26,36.0,50,0.9763773905281308,832.0,2447.9852744315463,79.0,17,True
SPO-20730,Sports & Outdoors,AlphaEdge,Zone B,PrimeParts,contact679@primeparts.com,2024-06-16,2025-08-16,2026-09-04,430.0,52,,1761.0,3489.1410535549153,,39,True
HOM-95280,Home & Kitchen,CorePeak,Zone D,LocalSource,contact705@localsource.com,2024-07-06,2025-12-06,2026-07-04,415.0,197,0.12087999886620293,7554.0,19119.650739835146,177.0,5,True
SPO-32810,Sports & Outdoors,SwiftBrand,Zone D,LocalSource,contact338@localsource.com,2024-08-15,2025-04-26,2026-06-13,432.0,150,0.7297715150544843,4509.0,11904.336010126142,61.0,TBD,True
APP-36455,Apparel,SwiftBrand,Zone D,PrimeParts,contact112@primeparts.com,2024-04-26,2025-08-06,2026-06-17,83.0,168,0.9187757085116658,6371.0,15361.131778547642,43.0,12,True
ELE-12216,Electronics,AlphaEdge,Zone B,SupplyCo India,contact398@supplycoindia.com,2024-09-06,2025-04-23,2026-06-22,310.0,122,0.298679929168746,2196.0,3242.2910871205117,173.0,3,True
STA-55565,Stationery,AlphaEdge,Zone C,GlobalTrade Ltd,contact164@globaltradeltd.com,2024-08-20,2025-04-14,2026-09-13,86.0,255,0.5505866651252067,1665.0,1542.2579110248153,167.0,~3 weeks,True
ELE-72960,Electronics,TrueForm,Zone C,LocalSource,,2024-12-05,2026-02-16,2026-07-30,422.0,52,0.627270694851304,2771.0,5262.961629918632,25.0,4-6 weeks,True
SPO-96636,Sports & Outdoors,GenericPlus,Zone B,QuickStock,contact937@quickstock.com,2024-07-01,,2026-07-15,50.0,71,0.27653273352438135,2271.0,5398.109538047352,154.0,239,True
TOY-37260,Toys,ZenCraft,zone c,LocalSource,contact306@localsource.com,2024-10-03,2025-10-17,2026-09-07,477.0,54,0.10299639184238207,6432.0,22031.495923316128,,25,True
APP-41096,Apparel,CorePeak,Zone B,GlobalTrade Ltd,contact799@globaltradeltd.com,2024-05-11,,2026-06-15,156.0,50,0.6738741008462549,3223.0,5027.196064212326,65.0,30,True
APP-56155,Apparel,TrueForm,Zone A,FastShip Pvt,contact463@fastshippvt.com,2024-07-06,2025-07-15,2026-08-23,52.0,293,,3866.0,12288.102134798826,163.0,31,True
APP-98525,Apparel,GenericPlus,Zone D,LocalSource,contact781@localsource.com,2024-04-15,2025-12-23,2026-09-15,366.0,202,0.26926254623335755,5695.0,18434.47504827809,64.0,30,True
BEA-86610,Beauty,NovaLine,ZONE A,GlobalTrade Ltd,contact794@globaltradeltd.com,2024-07-18,,2026-08-07,381.0,110,,7114.0,21434.280485487303,39.0,652,True
ELE-95801,Electronics,ZenCraft,ZONE D,FastShip Pvt,contact732@fastshippvt.com,2024-04-27,2025-12-31,2026-06-23,66.0,205,0.13108331689994734,521.0,1703.0619470733393,30.0,27,True
SPO-98206,Sports & Outdoors,ZenCraft,Zone D,SupplyCo India,contact255@supplycoindia.com,2024-09-06,2025-10-26,2026-07-25,-37.0,9,0.8738553012217574,1920.0,2877.1683877072533,0.8208339193289418,26,True
SPO-25290,Sports & Outdoors,UrbanWave,Zone C,GlobalTrade Ltd,contact762@globaltradeltd.com,2024-07-09,2026-03-07,2026-09-07,-30.0,221,0.810675748338857,7634.0,15291.292818672917,,3,True
BEA-62961,Beauty,ZenCraft,Zone A,SupplyCo India,contact437@supplycoindia.com,2024-12-10,2025-09-29,2026-08-14,-32.0,18,0.8522094992330609,5886.0,10587.35885072686,87.0,4-6 weeks,True
ELE-96532,Electronics,TrueForm,Zone C,SupplyCo India,contact142@supplycoindia.com,2024-09-14,,2026-06-20,-31.0,225,0.8980746596454846,3356.0,10239.380763892976,189.0,29,True
TOY-99223,Toys,AlphaEdge,zone d,PrimeParts,contact244@primeparts.com,2024-11-17,2025-10-03,2026-08-24,161.0,116,0.58551060461128,3280.0,9726.286293481708,,34,True
ELE-80921,Electronics,SwiftBrand,Zone B,SupplyCo India,,2024-05-29,2025-04-10,2026-08-07,376.0,32,0.9867058510540521,7803.0,25058.307767908384,112.0,22,True
ELE-42339,Electronics,TrueForm,ZONE A,DirectImport,contact911@directimport.com,2024-08-22,,2026-07-15,222.0,50,0.7332315383886578,6150.0,20147.35573096776,77.0,41,True
APP-86859,Apparel,CorePeak,Zone A,QuickStock,,2024-06-06,2025-10-14,2026-08-21,363.0,297,0.6173852599748859,1897.0,6529.882242234015,130.0,43,True
STA-56020,Stationery,CorePeak,Zone B,QuickStock,contact247@quickstock.com,2024-07-02,2026-02-15,2026-09-14,166.0,234,0.8490609632047511,6239.0,18287.742369475272,196.0,9,True
APP-58626,Apparel,AlphaEdge,Zone B,PrimeParts,contact137@primeparts.com,2024-08-20,2025-12-09,2026-06-19,258.0,18,0.9760513324888508,970.0,2500.3710207575045,183.0,38,True
APP-68201,Apparel,AlphaEdge,Zone C,QuickStock,,2024-06-18,2025-11-24,2026-05-30,89.0,204,0.4125458800244446,3786931.0,7805926.438137651,139.0,18,True
BEA-52696,Beauty,GenericPlus,Zone B,DirectImport,contact617@directimport.com,2024-09-03,2025-09-21,2026-08-06,119.0,0,,5213.0,12523.422379289426,156.0,26,False
STA-22600,Stationery,UrbanWave,Zone B,DirectImport,contact175@directimport.com,2024-09-09,2025-08-23,2026-08-25,436.0,161,0.252444205621001,7791.0,18333.354697249157,130.0,5,True
HOM-61698,Home & Kitchen,NovaLine,ZONE D,FastShip Pvt,contact654@fastshippvt.com,2024-10-27,2025-12-02,2026-06-06,205.0,251,0.4155509802050221,2652.0,4660.40665689852,166.0,38,True
ELE-20804,Electronics,GenericPlus,Zone D,FastShip Pvt,contact619@fastshippvt.com,2024-09-30,2025-09-13,2026-06-15,256.0,245,0.35324610151173064,2145.0,5142.54005536718,166.0,33,True
BEA-31542,Beauty,NovaLine,ZONE A,GlobalTrade Ltd,contact179@globaltradeltd.com,2024-06-07,2025-07-04,2026-08-17,400.0,15,0.829077348582433,4835.0,15039.271309934116,148.0,42,True
BEA-66670,Beauty,TrueForm,zone d,QuickStock,contact203@quickstock.com,2024-10-28,2025-11-12,2026-08-27,377.0,236,0.7124740050027049,477.0,1273.6653579033577,,21,True
AUT-49719,Automotive,NovaLine,Zone A,QuickStock,contact994@quickstock.com,2024-07-22,2025-07-02,2026-09-11,166.0,285,0.8691043445744606,5134.0,16845.60095447449,,32,True
SPO-48139,Sports & Outdoors,TrueForm,Zone D,LocalSource,contact491@localsource.com,2024-07-01,2025-09-14,2026-06-11,384.0,159,1.8294377708515206,2902.0,5952.275672778238,26.0,4,True
APP-85758,Apparel,TrueForm,Zone A,QuickStock,contact438@quickstock.com,2024-08-21,2025-09-19,2026-08-21,17.0,5,0.4506854044137839,2588.0,5371.7453835991555,161.0,15,True
HOM-70082,Home & Kitchen,CorePeak,ZONE A,PrimeParts,contact608@primeparts.com,2024-10-11,2025-12-22,2026-08-18,84.0,196,0.725475797374483,1960.0,3455.630770192727,,26,False
BEA-43615,Beauty,NovaLine,Zone A,SupplyCo India,contact348@supplycoindia.com,2024-11-05,2025-12-22,2026-09-11,168.0,128,0.18066716406691752,5236.0,6189.981757313543,45.0,34,True
APP-50647,Apparel,CorePeak,Zone D,LocalSource,contact133@localsource.com,2024-11-12,2025-06-26,2026-08-19,404.0,93,0.7383603757522107,2707.0,7619.848422988988,127.0,24,True
ELE-40588,Electronics,TrueForm,Zone C,GlobalTrade Ltd,,2024-10-27,2025-09-19,2026-07-28,187.0,273,0.3617868674745226,7023.0,20071.766845973736,,31,True
APP-17886,Apparel,SwiftBrand,Zone A,QuickStock,,2024-11-05,,2026-06-24,218.0,247,0.6553584783906651,7759.0,21836.25573245264,124.0,31,True
HOM-44938,Home & Kitchen,TrueForm,Zone B,GlobalTrade Ltd,contact564@globaltradeltd.com,2024-07-18,2025-11-17,2026-07-15,386.0,214,0.018345842984168304,3517.0,7453.270049283486,187.0,41,True
BEA-30567,Beauty,TrueForm,Zone C,LocalSource,contact758@localsource.com,2024-05-26,2025-12-17,2026-07-15,345.0,51,0.8282056280857215,6837.0,18430.17746669541,23.0,29,False
HOM-86832,Home & Kitchen,NovaLine,Zone C,GlobalTrade Ltd,contact314@globaltradeltd.com,2024-10-31,2025-09-22,2026-07-20,243.0,30,0.37056638582198453,3930.0,5992.108584541012,151.0,24,False
STA-17305,Stationery,UrbanWave,Zone D,QuickStock,contact846@quickstock.com,2024-08-17,2026-01-10,2026-07-22,383.0,164,0.15799968663762032,1495.0,1167.0360950325135,,4,False
ELE-49175,Electronics,SwiftBrand,zone d,DirectImport,contact177@directimport.com,2024-06-17,2025-08-26,2026-09-09,148.0,183,0.6185207604462095,2311.0,7353.272358313899,90.0,varies,True
TOY-89053,Toys,AlphaEdge,zone d,GlobalTrade Ltd,contact478@globaltradeltd.com,2024-07-19,2025-10-22,2026-08-20,356.0,31,0.24177317291010048,5187.0,13825.520617975271,175.0,28,True
SPO-15952,Sports & Outdoors,SwiftBrand,Zone B,FastShip Pvt,contact436@fastshippvt.com,2024-07-20,2025-10-05,2026-07-27,290.0,19,0.19247972112886447,3126.0,9022.361993696493,72.0,6,True
APP-38858,Apparel,UrbanWave,zone d,GlobalTrade Ltd,contact716@globaltradeltd.com,2024-04-30,,2026-06-12,246.0,263,0.9562746061945581,2991629.0,5609720.491731432,174.0,37,True
APP-87575,Apparel,TrueForm,zone c,QuickStock,,2024-11-07,2025-11-03,2026-09-12,94.0,56,0.0722211298012655,2407.0,5541.2865738845985,0.8914421242093242,253,True
APP-43169,Apparel,CorePeak,zone a,GlobalTrade Ltd,contact155@globaltradeltd.com,2024-10-14,2025-05-12,2026-08-08,230.0,78,0.634895143930374,6743.0,10695.74242465354,0.8292786092461547,14,True
SPO-54543,Sports & Outdoors,NovaLine,ZONE B,GlobalTrade Ltd,contact429@globaltradeltd.com,2024-06-07,2025-09-04,2026-08-13,101.0,209,0.19256341745008443,1769.0,3188.72540007836,23.0,20,True
SPO-22550,Sports & Outdoors,NovaLine,zone a,GlobalTrade Ltd,,2024-06-27,2025-08-12,2026-09-12,189.0,157,,2459.0,7882.918357275764,179.0,10,True
HOM-37648,Home & Kitchen,TrueForm,Zone D,QuickStock,contact325@quickstock.com,2024-08-04,2025-12-28,2026-06-02,65.0,295,0.7068574495080345,5161.0,11104.507775570646,117.0,~3 weeks,True
HOM-26878,Home & Kitchen,GenericPlus,ZONE B,QuickStock,contact503@quickstock.com,2024-06-14,2026-02-12,2026-08-24,42.0,118,0.9527607484514652,6406.0,14450.067866817591,188.0,35,True
APP-31270,Apparel,GenericPlus,Zone D,PrimeParts,contact694@primeparts.com,2024-12-05,2025-05-03,2026-07-12,124.0,165,0.5276277935856627,6583.0,9851.922329834695,0.19110677559430586,556,True
TOY-14221,Toys,ZenCraft,ZONE B,DirectImport,contact796@directimport.com,2024-09-30,2025-11-30,2026-05-25,202.0,218,,509.0,1647.5322374103534,38.0,41,True
APP-17408,Apparel,TrueForm,ZONE B,FastShip Pvt,contact471@fastshippvt.com,2024-04-19,2025-11-07,2026-07-19,125.0,189,0.4915677780495734,7492.0,9495.609605564085,,8,True
SPO-70050,Sports & Outdoors,ZenCraft,Zone C,FastShip Pvt,,2024-05-11,2025-05-13,2026-06-15,397.0,7,0.29316660729904676,300.0,488.0468698883227,130.0,22,False
BEA-53855,Beauty,ZenCraft,Zone C,GlobalTrade Ltd,contact276@globaltradeltd.com,2024-11-14,2025-08-12,2026-09-12,431.0,50,0.032789872612842164,934.0,3147.058790919356,,30,True
BEA-28474,Beauty,TrueForm,Zone B,QuickStock,,2024-10-10,2026-01-08,2026-05-25,224.0,17,0.5305520064719298,947.0,1527.1554829079782,16.0,42,True
TOY-65195,Toys,CorePeak,ZONE A,LocalSource,contact257@localsource.com,2024-07-12,2025-05-30,2026-05-28,33.0,142,0.7479807389306053,1506405.0,3612859.066502244,14.0,20,False
ELE-18680,Electronics,SwiftBrand,Zone D,QuickStock,,2024-04-22,2025-12-15,2026-06-14,319.0,191,0.9270093491999468,0.0,0.0,184.0,3,True
APP-28048,Apparel,TrueForm,Zone C,QuickStock,contact318@quickstock.com,2024-07-23,2025-11-29,2026-07-22,439.0,21,0.40694946416919764,1590059.0,2269406.546962506,0.775725066438256,32,False
APP-21283,Apparel,TrueForm,Zone A,LocalSource,contact436@localsource.com,2024-12-03,,2026-09-09,35.0,96,0.3631531507691872,394.0,1004.3730823684282,17.0,36,True
TOY-65640,Toys,NovaLine,Zone B,GlobalTrade Ltd,contact709@globaltradeltd.com,2024-08-16,2025-11-11,2026-06-17,83.0,233,0.9301532493908884,6523.0,14872.845648778764,57.0,16,True
TOY-93667,Toys,AlphaEdge,Zone A,QuickStock,contact933@quickstock.com,2024-05-29,2025-05-13,2026-07-18,361.0,174,0.4326471399209917,4465.0,8870.30816167645,166.0,3,True
